"Date";"Region";"Region_code";"Vaccine_name";"first_dose";"second_dose"
2021-04-27;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";395;2067
2021-04-27;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";16;0
2021-04-27;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";350;1756
2021-04-27;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-04-27;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";132;0
2021-04-27;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";216;2207
2021-04-27;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";162;551
2021-04-27;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";309;1377
2021-04-27;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";37;0
2021-04-27;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";328;93
2021-04-27;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";111;1431
2021-04-27;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";142;209
2021-04-27;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";571;1297
2021-04-27;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";308;271
2021-04-27;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";524;27
2021-04-26;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";103;1495
2021-04-26;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";414;4
2021-04-26;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";201;273
2021-04-26;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";445;2072
2021-04-26;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";110;0
2021-04-26;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";321;1141
2021-04-26;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";233;1892
2021-04-26;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";962;4015
2021-04-26;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";369;1770
2021-04-26;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-04-26;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";132;0
2021-04-26;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";305;2017
2021-04-26;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";149;640
2021-04-26;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";177;909
2021-04-26;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";31;0
2021-04-26;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";329;95
2021-04-26;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";274;1197
2021-04-26;"Trnavský kraj";"SK021";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";2131;3
2021-04-26;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";151;200
2021-04-26;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";431;1423
2021-04-26;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";654;1
2021-04-26;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";239;12
2021-04-25;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-04-25;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1599;84
2021-04-25;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";7;174
2021-04-25;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1943;1391
2021-04-25;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-04-25;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-04-25;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-04-25;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";1836;0
2021-04-25;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1707;12
2021-04-25;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";1360;0
2021-04-25;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-04-25;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1533;1261
2021-04-25;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";269;0
2021-04-25;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1205;834
2021-04-25;"Trnavský kraj";"SK021";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";581;1564
2021-04-25;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-04-25;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";548;454
2021-04-25;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";659;1
2021-04-24;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1068;454
2021-04-24;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";7;176
2021-04-24;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";2204;1266
2021-04-24;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-04-24;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";962;0
2021-04-24;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-04-24;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1034;816
2021-04-24;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";640;0
2021-04-24;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-04-24;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";2858;1145
2021-04-24;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";65;167
2021-04-24;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";351;279
2021-04-24;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-04-24;"Trnavský kraj";"SK021";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";3641;638
2021-04-24;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";7;379
2021-04-24;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1127;1437
2021-04-24;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";616;0
2021-04-23;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";244;1448
2021-04-23;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1985;14
2021-04-23;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";215;118
2021-04-23;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";798;1603
2021-04-23;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";165;0
2021-04-23;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";597;672
2021-04-23;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";754;1828
2021-04-23;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";115;0
2021-04-23;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";11;0
2021-04-23;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";753;1879
2021-04-23;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-04-23;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";130;1
2021-04-23;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";582;1872
2021-04-23;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";342;402
2021-04-23;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";373;2255
2021-04-23;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";103;0
2021-04-23;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";63;63
2021-04-23;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";136;1443
2021-04-23;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";136;215
2021-04-23;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";688;1522
2021-04-23;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";924;0
2021-04-23;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";1;156
2021-04-22;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";364;1423
2021-04-22;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1782;0
2021-04-22;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";165;215
2021-04-22;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";1076;1719
2021-04-22;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";165;0
2021-04-22;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";632;832
2021-04-22;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";681;1457
2021-04-22;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";43;0
2021-04-22;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-04-22;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";256;1931
2021-04-22;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-04-22;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";132;0
2021-04-22;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";457;1721
2021-04-22;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";213;538
2021-04-22;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";344;1119
2021-04-22;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";78;0
2021-04-22;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";21;95
2021-04-22;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";423;1191
2021-04-22;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";152;210
2021-04-22;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";731;1335
2021-04-22;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1034;1
2021-04-22;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";157;10
2021-04-21;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";157;1539
2021-04-21;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";742;0
2021-04-21;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";170;133
2021-04-21;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";789;1627
2021-04-21;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";165;0
2021-04-21;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";580;822
2021-04-21;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";609;2173
2021-04-21;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";31;0
2021-04-21;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-04-21;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";730;1402
2021-04-21;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-04-21;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";132;0
2021-04-21;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";421;1815
2021-04-21;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";395;0
2021-04-21;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";127;672
2021-04-21;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";359;703
2021-04-21;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";77;0
2021-04-21;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";18;87
2021-04-21;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";416;1240
2021-04-21;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";160;213
2021-04-21;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";476;1615
2021-04-21;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";822;1
2021-04-21;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";121;24
2021-04-20;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";410;1283
2021-04-20;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";435;0
2021-04-20;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";219;147
2021-04-20;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";803;1762
2021-04-20;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";154;0
2021-04-20;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";649;799
2021-04-20;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";417;2268
2021-04-20;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";22;0
2021-04-20;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-04-20;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";1362;1491
2021-04-20;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-04-20;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";132;0
2021-04-20;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";382;1880
2021-04-20;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";360;0
2021-04-20;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";246;544
2021-04-20;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";413;1015
2021-04-20;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";236;0
2021-04-20;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";26;90
2021-04-20;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";353;1117
2021-04-20;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";262;209
2021-04-20;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";490;1492
2021-04-20;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";779;0
2021-04-20;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";27;140
2021-04-19;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";575;1151
2021-04-19;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";375;1
2021-04-19;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";322;90
2021-04-19;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";1074;1365
2021-04-19;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";33;0
2021-04-19;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";791;547
2021-04-19;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";937;1447
2021-04-19;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";7;0
2021-04-19;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-04-19;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";1042;1628
2021-04-19;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-04-19;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";89;43
2021-04-19;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";655;1529
2021-04-19;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";267;462
2021-04-19;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";212;909
2021-04-19;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";214;0
2021-04-19;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";29;76
2021-04-19;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";451;1164
2021-04-19;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";442;73
2021-04-19;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";981;1173
2021-04-19;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";840;0
2021-04-19;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";143;35
2021-04-18;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-04-18;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1027;0
2021-04-18;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";176;4
2021-04-18;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";3370;90
2021-04-18;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-04-18;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-04-18;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";1955;0
2021-04-18;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1860;0
2021-04-18;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-04-18;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-04-18;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1458;0
2021-04-18;"Trnavský kraj";"SK021";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";2057;0
2021-04-18;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-04-18;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";405;0
2021-04-17;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";2244;9
2021-04-17;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";176;4
2021-04-17;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";3677;110
2021-04-17;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1855;0
2021-04-17;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-04-17;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1830;0
2021-04-17;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-04-17;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";4559;16
2021-04-17;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";177;4
2021-04-17;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";488;214
2021-04-17;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";3178;2
2021-04-17;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-04-17;"Trnavský kraj";"SK021";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";5148;0
2021-04-17;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";329;8
2021-04-17;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";2081;0
2021-04-17;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-04-16;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";436;1090
2021-04-16;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";2151;1
2021-04-16;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";414;4
2021-04-16;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";890;1642
2021-04-16;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1706;55
2021-04-16;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";1229;42
2021-04-16;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";499;2104
2021-04-16;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";2040;0
2021-04-16;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-04-16;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";973;1646
2021-04-16;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";109;0
2021-04-16;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-04-16;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";626;1660
2021-04-16;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-04-16;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";613;16
2021-04-16;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";624;1920
2021-04-16;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";194;0
2021-04-16;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";106;0
2021-04-16;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";450;1152
2021-04-16;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";353;118
2021-04-16;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";548;1293
2021-04-16;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";815;0
2021-04-16;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";149;16
2021-04-15;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";444;1478
2021-04-15;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1945;2
2021-04-15;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";372;3
2021-04-15;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";997;1962
2021-04-15;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";165;0
2021-04-15;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";1332;69
2021-04-15;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";555;2282
2021-04-15;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";27;0
2021-04-15;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-04-15;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";949;1628
2021-04-15;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";110;0
2021-04-15;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";517;1721
2021-04-15;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";348;0
2021-04-15;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";585;17
2021-04-15;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";411;837
2021-04-15;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";273;0
2021-04-15;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";107;11
2021-04-15;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";527;1183
2021-04-15;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";362;0
2021-04-15;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";297;1563
2021-04-15;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";905;0
2021-04-15;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";145;13
2021-04-14;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";189;1559
2021-04-14;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";396;0
2021-04-14;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";373;5
2021-04-14;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";1091;1311
2021-04-14;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";176;0
2021-04-14;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";1399;18
2021-04-14;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";665;2107
2021-04-14;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";39;0
