"Date";"Region";"Region_code";"Vaccine_name";"first_dose";"second_dose"
2021-03-28;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1908;0
2021-03-28;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-03-28;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1900;0
2021-03-28;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-03-28;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-03-28;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-28;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-27;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1049;2
2021-03-27;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";179;1
2021-03-27;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";2839;0
2021-03-27;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1969;0
2021-03-27;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-27;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-03-27;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";4100;0
2021-03-27;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";176;0
2021-03-27;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";290;147
2021-03-27;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";2010;0
2021-03-27;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-27;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";243;4
2021-03-27;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1469;0
2021-03-27;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";0;11
2021-03-26;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";1508;88
2021-03-26;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";876;0
2021-03-26;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";109;301
2021-03-26;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";1918;136
2021-03-26;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";220;0
2021-03-26;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";639;168
2021-03-26;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";1792;71
2021-03-26;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";162;0
2021-03-26;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-26;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";2167;382
2021-03-26;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";123;1
2021-03-26;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-26;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";1818;228
2021-03-26;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-26;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";469;203
2021-03-26;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";1805;151
2021-03-26;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";104;0
2021-03-26;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";46;0
2021-03-26;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";1497;63
2021-03-26;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";329;0
2021-03-26;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";1602;207
2021-03-26;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";657;0
2021-03-26;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";115;9
2021-03-25;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";1461;187
2021-03-25;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";737;0
2021-03-25;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";185;209
2021-03-25;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";1498;303
2021-03-25;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";209;0
2021-03-25;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";869;246
2021-03-25;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";1678;86
2021-03-25;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";129;0
2021-03-25;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-25;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";2057;587
2021-03-25;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";128;0
2021-03-25;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-25;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";1744;284
2021-03-25;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-25;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";513;169
2021-03-25;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";1093;282
2021-03-25;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";91;0
2021-03-25;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";84;20
2021-03-25;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";1435;119
2021-03-25;"Trnavský kraj";"SK021";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-25;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";319;0
2021-03-25;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";1615;475
2021-03-25;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";917;0
2021-03-25;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";317;15
2021-03-24;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";1705;216
2021-03-24;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";417;0
2021-03-24;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";130;305
2021-03-24;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";1849;653
2021-03-24;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";176;0
2021-03-24;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";820;363
2021-03-24;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";2027;238
2021-03-24;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1982;0
2021-03-24;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";0;12
2021-03-24;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";1681;336
2021-03-24;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";128;0
2021-03-24;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-24;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";1899;651
2021-03-24;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-24;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";676;40
2021-03-24;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";931;512
2021-03-24;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";75;0
2021-03-24;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";81;0
2021-03-24;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";1403;235
2021-03-24;"Trnavský kraj";"SK021";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-24;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";319;0
2021-03-24;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";1391;522
2021-03-24;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";635;1
2021-03-24;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";310;8
2021-03-23;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";1402;281
2021-03-23;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";429;0
2021-03-23;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";177;550
2021-03-23;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";1728;733
2021-03-23;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";187;0
2021-03-23;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";812;338
2021-03-23;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";2584;239
2021-03-23;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1940;0
2021-03-23;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-23;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";1431;554
2021-03-23;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";130;0
2021-03-23;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-23;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";1916;484
2021-03-23;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-23;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";632;85
2021-03-23;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";1207;467
2021-03-23;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";60;0
2021-03-23;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";108;0
2021-03-23;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";1087;353
2021-03-23;"Trnavský kraj";"SK021";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-23;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";286;0
2021-03-23;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";1363;374
2021-03-23;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";781;0
2021-03-23;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";340;119
2021-03-22;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";1145;254
2021-03-22;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1294;0
2021-03-22;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";120;421
2021-03-22;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";1593;302
2021-03-22;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";198;0
2021-03-22;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";608;449
2021-03-22;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";1672;470
2021-03-22;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";2054;0
2021-03-22;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-22;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";1979;242
2021-03-22;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";119;0
2021-03-22;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-22;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";1859;451
2021-03-22;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-22;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";475;216
2021-03-22;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";949;185
2021-03-22;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";66;0
2021-03-22;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";114;0
2021-03-22;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";1502;136
2021-03-22;"Trnavský kraj";"SK021";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-22;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";274;0
2021-03-22;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";1683;194
2021-03-22;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";711;0
2021-03-22;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";320;1
2021-03-21;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";654;0
2021-03-21;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";3;177
2021-03-21;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";2189;0
2021-03-21;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";316;0
2021-03-21;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";2016;0
2021-03-21;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";960;0
2021-03-21;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-03-21;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1706;0
2021-03-21;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-03-21;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";2025;0
2021-03-21;"Trnavský kraj";"SK021";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";5415;0
2021-03-21;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-03-21;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";28;0
2021-03-21;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";11;580
2021-03-20;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1031;0
2021-03-20;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";101;372
2021-03-20;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";2572;0
2021-03-20;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";0;12
2021-03-20;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1746;0
2021-03-20;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";960;0
2021-03-20;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";0;0
2021-03-20;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";4059;0
2021-03-20;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";12;588
2021-03-20;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";210;0
2021-03-20;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1823;0
2021-03-20;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";2;508
2021-03-20;"Trnavský kraj";"SK021";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";4345;0
2021-03-20;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";326;117
2021-03-20;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1392;0
2021-03-20;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-19;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";1136;443
2021-03-19;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";80;0
2021-03-19;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";1;305
2021-03-19;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";1599;360
2021-03-19;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";345;0
2021-03-19;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";181;649
2021-03-19;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";2148;109
2021-03-19;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";74;0
2021-03-19;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";0;586
2021-03-19;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";1543;940
2021-03-19;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";308;0
2021-03-19;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-19;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";1635;291
2021-03-19;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-19;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";12;366
2021-03-19;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";1836;400
2021-03-19;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";119;0
2021-03-19;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-19;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";814;520
2021-03-19;"Trnavský kraj";"SK021";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-19;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";0;210
2021-03-19;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";1268;543
2021-03-19;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";298;0
2021-03-19;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";31;446
2021-03-18;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";1498;442
2021-03-18;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";729;0
2021-03-18;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";2;68
2021-03-18;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";2253;385
2021-03-18;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";419;0
2021-03-18;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";197;489
2021-03-18;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";2550;151
2021-03-18;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1448;7
2021-03-18;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";8;97
2021-03-18;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";1677;426
2021-03-18;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";296;0
2021-03-18;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-18;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";1737;321
2021-03-18;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-18;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";17;273
2021-03-18;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";776;261
2021-03-18;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";107;0
2021-03-18;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";1;49
2021-03-18;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";1368;120
2021-03-18;"Trnavský kraj";"SK021";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-18;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";5;195
2021-03-18;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";1716;480
2021-03-18;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";358;0
2021-03-18;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";18;104
2021-03-17;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";1586;92
2021-03-17;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1395;0
2021-03-17;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";2;68
2021-03-17;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";1249;401
2021-03-17;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";147;0
2021-03-17;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";191;562
2021-03-17;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";2076;326
2021-03-17;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1551;0
2021-03-17;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";0;140
2021-03-17;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";1535;291
2021-03-17;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";317;0
2021-03-17;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-17;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";1919;318
2021-03-17;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-17;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";26;263
2021-03-17;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";965;248
2021-03-17;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";107;0
2021-03-17;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";0;50
2021-03-17;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";1217;38
2021-03-17;"Trnavský kraj";"SK021";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-17;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";0;190
2021-03-17;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";1307;499
2021-03-17;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";334;0
2021-03-17;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";17;305
2021-03-16;"Banskobystrický kraj";"SK032";"Comirnaty koncentrát na injekènú disperziu";1437;236
2021-03-16;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";410;0
2021-03-16;"Banskobystrický kraj";"SK032";"COVID-19 Vaccine Moderna injekèná disperzia";2;68
2021-03-16;"Bratislavský kraj";"SK010";"Comirnaty koncentrát na injekènú disperziu";1913;606
2021-03-16;"Bratislavský kraj";"SK010";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";175;0
2021-03-16;"Bratislavský kraj";"SK010";"COVID-19 Vaccine Moderna injekèná disperzia";191;566
2021-03-16;"Košický kraj";"SK042";"Comirnaty koncentrát na injekènú disperziu";2061;201
2021-03-16;"Košický kraj";"SK042";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";1712;58
2021-03-16;"Košický kraj";"SK042";"COVID-19 Vaccine Moderna injekèná disperzia";0;81
2021-03-16;"Nitriansky kraj";"SK023";"Comirnaty koncentrát na injekènú disperziu";1714;171
2021-03-16;"Nitriansky kraj";"SK023";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";354;0
2021-03-16;"Nitriansky kraj";"SK023";"COVID-19 Vaccine Moderna injekèná disperzia";0;0
2021-03-16;"Prešovský kraj";"SK041";"Comirnaty koncentrát na injekènú disperziu";1920;150
2021-03-16;"Prešovský kraj";"SK041";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-16;"Prešovský kraj";"SK041";"COVID-19 Vaccine Moderna injekèná disperzia";25;266
2021-03-16;"Trenèiansky kraj";"SK022";"Comirnaty koncentrát na injekènú disperziu";1150;140
2021-03-16;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";111;0
2021-03-16;"Trenèiansky kraj";"SK022";"COVID-19 Vaccine Moderna injekèná disperzia";1;39
2021-03-16;"Trnavský kraj";"SK021";"Comirnaty koncentrát na injekènú disperziu";1262;27
2021-03-16;"Trnavský kraj";"SK021";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";0;0
2021-03-16;"Trnavský kraj";"SK021";"COVID-19 Vaccine Moderna injekèná disperzia";3;197
2021-03-16;"Žilinský kraj";"SK031";"Comirnaty koncentrát na injekènú disperziu";1246;400
2021-03-16;"Žilinský kraj";"SK031";"COVID-19 Vaccine AstraZeneca injekèná suspenzia";304;0
2021-03-16;"Žilinský kraj";"SK031";"COVID-19 Vaccine Moderna injekèná disperzia";9;327
