,36.0,41.0,45.0,50.0,55.0,60.0,65.0,71.0,75.0,80.0,85.0,90.0,95.0,100.0
0,6.171636744406934e-05,6.292025197991956e-05,6.399596245623652e-05,6.491733238683617e-05,6.669536409719785e-05,6.777107457351484e-05,6.897495910936508e-05,7.007744246594629e-05,7.11794430333011e-05,7.236248061695434e-05,7.351235946643456e-05,7.462121389578452e-05,7.579246102850779e-05,7.689864882448483e-05
1,5.667699690339313e-05,5.873685126663906e-05,6.0856822029096785e-05,6.266379120655822e-05,6.607590358714546e-05,6.818673422107343e-05,7.048201637374412e-05,7.295170259349242e-05,7.521502010402405e-05,7.791034518865216e-05,8.039904672251629e-05,8.287370943218812e-05,8.544797976150807e-05,8.802307472333384e-05
2,5.202882089831299e-05,5.485131833483571e-05,5.782280469931556e-05,6.049531847977471e-05,6.533680639337021e-05,6.853648899369182e-05,7.195821221768394e-05,7.580264609131328e-05,7.932494832815343e-05,8.41197387728462e-05,8.821947850145171e-05,9.217334549440992e-05,9.648017007981206e-05,0.00010074497546362628
3,4.769129953291845e-05,5.1306570421006626e-05,5.490771025853488e-05,5.8371384473453136e-05,6.455767278812244e-05,6.888379070806131e-05,7.33610432038681e-05,7.871319312817249e-05,8.373220880993107e-05,9.051950520177723e-05,9.662568647751867e-05,0.00010237838491693135,0.0001087592482979757,0.0001153967119974874
4,4.373197864750719e-05,4.795636142453035e-05,5.2188431009603634e-05,5.625776599618334e-05,6.377744793691253e-05,6.912901910170368e-05,7.477959649185439e-05,8.169237003007466e-05,8.827025895721413e-05,9.726741764359847e-05,0.00010535034719782138,0.00011358775871699065,0.00012244607465577203,0.00013183962999494553
5,4.0078204519966634e-05,4.4783013647975736e-05,4.952585659781152e-05,5.427826878120967e-05,6.299259766842636e-05,6.931541205428018e-05,7.608360313619927e-05,8.460287078526047e-05,9.285683070022731e-05,0.00010431272901034717,0.00011520358614745574,0.00012606019574549663,0.00013794389074406758,0.0001506447352601171
6,3.674378771079766e-05,4.180714652337512e-05,4.713647936274811e-05,5.2359562663847905e-05,6.210019449004811e-05,6.953796080628655e-05,7.744984684477215e-05,8.758231571729557e-05,9.776221634940907e-05,0.00011188120928942967,0.00012570384337603035,0.00013959718487801777,0.00015537387503450237,0.00017228559101658376
7,3.3612222120229676e-05,3.896548421013622e-05,4.4759675027538345e-05,5.0462337686403924e-05,6.127702419415117e-05,6.968142751761788e-05,7.873500299403563e-05,9.066572096143493e-05,0.00010292957610098486,0.00011980286688680429,0.00013721690895530456,0.00015469639592322846,0.000175199840926908,0.00019741198122573224
8,3.0857179526843356e-05,3.635560144447527e-05,4.247156485935761e-05,4.852957898171876e-05,6.041207850620003e-05,6.976812583399848e-05,8.0006328333762e-05,9.375783653935343e-05,0.00010829912010081775,0.00012827310135043638,0.00014945940356641944,0.00017143509840673315,0.00019769118302654864,0.00022589264563493887
9,2.8291033582909796e-05,3.393690054019997e-05,4.030832184808453e-05,4.669829689005084e-05,5.945767902804334e-05,6.990556697818131e-05,8.129380014890752e-05,9.698867589165996e-05,0.00011375086799754576,0.000137285655853902,0.00016273384768497075,0.00019023041827503364,0.00022300632998042112,0.0002587101134623478
10,2.5930641195270975e-05,3.1640826023732747e-05,3.8322755569206034e-05,4.508074132212975e-05,5.843757092274038e-05,7.003196609413723e-05,8.254136395884086e-05,0.00010029901948794286,0.00011947308582461697,0.00014699926656004802,0.00017733360126464376,0.00021078770985310578,0.000251415284276766,0.00029609442110553337
11,2.3757302792253554e-05,2.9525387453757543e-05,3.6398212629617384e-05,4.337855929012844e-05,5.746044135826546e-05,7.010081635953521e-05,8.380716652348437e-05,0.0001036258095471631,0.00012559196825315095,0.00015735638749045082,0.0001934512916452345,0.00023358671283027897,0.00028339797034140283,0.00033881523351447345
12,2.178894752560199e-05,2.7521762044837287e-05,3.452589223306118e-05,4.1703114789261e-05,5.646786821483963e-05,7.012655694217783e-05,8.511442994250206e-05,0.00010727058643889702,0.00013187101818151083,0.00016853858377207295,0.00021095212111254082,0.00025873598150031126,0.00031944485052903495,0.00038753129294336405
13,1.992829923989338e-05,2.57434723404553e-05,3.271661337500446e-05,4.01799388067903e-05,5.5595678992334734e-05,7.006081917075318e-05,8.635319353878086e-05,0.00011106100538310111,0.00013846491861816334,0.00018052729461852404,0.00023000444520179534,0.0002867990344917426,0.00035987333971637024,0.0004431319469577103
14,1.8214441325958134e-05,2.4117344207622545e-05,3.1039139880150965e-05,3.865712250024646e-05,5.4660220570653385e-05,7.002780843835624e-05,8.761629297203565e-05,0.00011476515084207064,0.00014532004458374362,0.00019370728971225326,0.0002509858635243175,0.0003179646820179254,0.00040518892516215366,0.000506697852455253
15,1.666344859663479e-05,2.253085754946098e-05,2.9438809181644862e-05,3.712796452701417e-05,5.3758372859270093e-05,7.012621126285331e-05,8.899741631665468e-05,0.00011855672754551474,0.00015253015439454053,0.0002077849474851089,0.00027346969344445635,0.0003525249288447667,0.00045604082462957036,0.0005794431372071361
