,49.0%,54.0%,59.0%,64.0%,69.0%,74.0%,79.0%,84.0%,89.0%,94.0%,99.0%
0,210.00000000000003,210.00000000000003,210.00000000000003,210.00000000000003,210.00000000000003,210.00000000000003,210.00000000000003,210.00000000000003,210.00000000000003,210.00000000000003,210.00000000000003
1,414.1438927537765,418.24353179954085,421.91901053301683,425.28002945565265,428.98788348532025,432.8191678995172,436.24510662746627,439.81342117794065,443.73422286658655,446.7978724342929,450.57212226283207
2,612.681161097963,624.851109469711,635.731209021485,646.0052935561393,657.2816936448548,669.0302230937347,679.9415587426238,691.3271725098324,704.0820011610072,713.920617441676,726.1111546512627
3,805.6317120283552,829.7281679114774,851.3538052879471,872.2807102971917,895.1753130351781,919.5678667224099,942.4834481218238,966.7089277403079,993.76490642468,1015.2549931700185,1042.0558401219714
4,992.9923771325539,1032.6815396068862,1068.6395982819568,1104.0936636500887,1142.8797667722797,1184.9480502530605,1225.2450183345009,1267.9723658661537,1315.9578464117085,1355.4369389326614,1404.260652844758
5,1174.8283297986075,1233.626426628865,1287.5047595010392,1341.2934390711512,1400.5448136128211,1465.97264310945,1529.3621005919017,1597.4680317452996,1674.3324430312737,1739.3783119587,1819.0801280996807
6,1351.219913659445,1432.4837570321893,1507.6703494672975,1584.2855155282086,1668.6416678889407,1763.5029002106871,1856.4768269652402,1958.033717575349,2072.460418535864,2172.8097896489508,2294.329441315883
7,1522.2580616846546,1628.9294996732417,1729.0250996296872,1832.8292552935757,1947.4184168124955,2078.3339906363785,2208.0097212388573,2352.453353894857,2514.7697725689795,2662.1516504245255,2839.387087272511
8,1688.2451073459924,1822.8789169801596,1951.4688596739584,2087.0003204384884,2237.3158871078836,2411.407499659209,2585.8522282733293,2783.77410611579,3006.358728488577,3214.976793618361,3464.3364827663236
9,1849.3375281597382,2014.2998486349486,2174.8792391005272,2346.8254343411754,2538.5613678541386,2764.0990768769734,2992.0398372459513,3255.413648304818,3552.707883925295,3839.3956391330435,4180.788038149234
10,2005.580703388099,2203.305676860829,2399.2431336016584,2612.2984751674467,2851.647114252777,3137.3710598825173,3428.5022620283726,3770.9719548442627,4159.832921877833,4544.203568458105,5002.152029087692
11,2157.175961808969,2389.9113282385038,2624.5662189308487,2883.471165939295,3176.656967511419,3532.1987734664376,3897.5347908395465,4334.739885780209,4834.49805700417,5339.948856834465,5943.582099059701
12,2304.2178640364864,2574.109027131606,2850.8751146787904,3160.467865383061,3514.243229834435,3949.686422982039,4401.710573642014,4950.6485595797985,5584.046851203613,6238.1851917941185,7022.673941243405
13,2446.813730049041,2756.0333330713765,3078.024598806319,3443.511017643766,3864.9147288052823,4391.091586949124,4943.595886445094,5623.633755214621,6416.587120125315,7251.922273891749,8259.72399927566
14,2585.037349692485,2935.6108095864165,3306.126844650703,3732.802697838976,4229.107722908342,4857.977672473594,5526.170997931417,6359.0182677080575,7341.440112324908,8395.937231475364,9677.700425489451
15,2718.8224585241906,3112.823246197621,3535.2501070517046,4028.264176827341,4607.28149868013,5351.452065395956,6151.935977962596,7162.448151610159,8368.143166571075,9687.168194795999,11301.748897049047
16,2848.23805801122,3287.710582070504,3765.4121006744144,4330.242174771997,5000.1646071899,5873.07837123705,6824.371574719717,8039.844588591616,9507.96221516827,11143.422046736945,13161.02043596833
17,2973.5929396553584,3460.4115533098584,3996.68599147465,4638.707200160015,5408.029839266888,6424.2512978395935,7546.891102180229,8997.904937830419,10772.953820633604,12785.52516316103,15289.05810037024
18,3094.9294406695167,3630.8176274027337,4228.787224384553,4953.729831253626,5831.384632442173,7007.054208905328,8323.205894309525,10044.027746536354,12177.189908464337,14636.905149365519,17723.44918596392
19,3212.5254461823506,3798.922042752321,4461.603205230927,5275.316354299137,6270.857883642515,7622.899303432746,9156.464210056245,11186.161661155806,13734.687957705624,16722.956771463803,20506.39875591297
20,3326.570519759926,3964.7542775464485,4695.138088683851,5603.58008715159,6727.020365817775,8273.639594985296,10050.842855296381,12432.671396623693,15462.093200653304,19071.58616195536,23684.394791223473
21,3437.106664373513,4128.294655830682,4929.440946944064,5938.435607478282,7200.2789766072565,8961.231513335642,11010.761827079481,13793.659245158367,17377.264268652965,21714.83966829395,27309.112865012004
22,3544.3279046535185,4289.572747884384,5164.588320034027,6280.1925883944505,7691.2257261806935,9687.34251089565,12040.51482352776,15278.876895543235,19499.171807910785,24687.059775308597,31439.407488999575
23,3648.334232765466,4448.493902432388,5400.505362570381,6628.813977671656,8200.673939459095,10454.056272435206,13145.237527821979,16898.526094337492,21848.891202813105,28024.72207210685,36138.00811527022
