"","t_start","t_end","Mean(R)","Std(R)","Median(R)","Q_025","Q_05","Q_10","Q_15","Q_20","Q_25","Q_30","Q_35","Q_40","Q_45","Q_50","Q_55","Q_60","Q_65","Q_70","Q_75","Q_80","Q_85","Q_90","Q_95","Q_975","Date","Cases"
"132",133,138,1.08831873077429,0.00315476111646032,1.08831568249059,1.08214417873636,1.08313481469165,1.08427770492251,1.08504926170524,1.08566273162724,1.08618921847952,1.08666216500619,1.08710054299426,1.08751662984794,1.08791929974072,1.08831568249059,1.08871216151001,1.08911512644004,1.08953172715588,1.08997087650645,1.0904449200529,1.09097295171391,1.09158865217429,1.09236367290627,1.09351304481801,1.09451060595561,2020-12-31,20165.8810322032
"133",134,139,1.08018484399424,0.00312030522991199,1.08018183947763,1.07407769980957,1.07505752806238,1.07618794693302,1.07695108282877,1.07755785634929,1.07807859563981,1.07854637859584,1.07897997000682,1.07939151330183,1.07978978579826,1.08018183947763,1.08057398804431,1.08097255134186,1.08138460112102,1.08181895281932,1.08228781704418,1.08281007896314,1.0834190509961,1.0841856011059,1.08532240859381,1.08630906259755,2021-01-01,20293.7495660312
"134",135,140,1.07305522663098,0.0030894510855881,1.07305226166916,1.06700844299109,1.06797859370395,1.06909784525613,1.06985344072316,1.07045421796319,1.07096981058805,1.07143296979716,1.07186227502748,1.07226974974175,1.07266408452809,1.07305226166916,1.07344053244834,1.07383515420737,1.07424312873787,1.07467318424624,1.07513741048915,1.07565450569689,1.07625745250569,1.07701641723827,1.07814197330087,1.07911885990291,2021-01-02,20432.037124064
"135",136,141,1.06720157611798,0.00306243654932253,1.06719864680164,1.06120763864376,1.06216931727717,1.06327879229194,1.06402778626605,1.06462331379678,1.06513440048391,1.06559351152559,1.06601906409261,1.06642297662173,1.06681386377117,1.06719864680164,1.06758352234449,1.06797469301656,1.068379099353,1.06880539317805,1.0692655584254,1.06977812963099,1.07037580064742,1.07112812338096,1.07224382711184,1.07321216065397,2021-01-03,20586.0797007726
"136",137,142,1.06280677332239,0.00303929171800368,1.06280387618565,1.05685810738456,1.05781252938636,1.05891363005054,1.05965696909693,1.06024799951519,1.06075522613519,1.06121086918616,1.06163320684942,1.06203406759853,1.06242200104885,1.06280387618565,1.06318584281853,1.06357405667688,1.06397540580867,1.06439847658696,1.06485516226277,1.06536385709327,1.06595700745026,1.06670363868846,1.06781089964406,1.06877190344805,2021-01-04,20760.9620789737
"137",138,143,1.05997799288663,0.00301987792565664,1.05997512501002,1.05406729408219,1.05501563182564,1.05610971052938,1.05684830753433,1.05743556662325,1.05793955600995,1.05839229053318,1.05881193183585,1.05921023295616,1.05959568896612,1.05997512501002,1.06035465162592,1.06074038521189,1.06113916978236,1.06155953679585,1.06201330341374,1.06251874618249,1.06310810379946,1.06384995974617,1.06495013652442,1.06590498959602,2021-01-05,20961.485992282
"138",139,144,1.05875989667846,0.00300392471739076,1.05875705575754,1.05288038893726,1.0538237302709,1.05491204180147,1.05564674370746,1.05623090478749,1.05673223472923,1.05718257970618,1.0576000056546,1.05799620365649,1.05837962398157,1.05875705575754,1.05913457725423,1.05951827254632,1.05991494945434,1.06033309429248,1.06078446166324,1.06128723132643,1.06187347121006,1.06261140142641,1.06370575371456,1.0646555491376,2021-01-06,21191.9371116286
"139",140,145,1.05914435028747,0.00299105936649386,1.05914153467129,1.05328998621215,1.05422930227657,1.05531296670363,1.0560445294625,1.05662619348166,1.05712537963818,1.05757379822583,1.05798943807036,1.05838394032949,1.05876571916509,1.05914153467129,1.05951743909904,1.05989949045245,1.06029446735199,1.06071081968293,1.06116025155769,1.06166086461172,1.06224458891809,1.06297935123202,1.06406900261026,1.06501471527604,2021-01-07,21455.7298559424
"140",141,146,1.06107299273178,0.00298082420023366,1.06107020143504,1.05523862005432,1.05617473852865,1.05725471035619,1.05798377811423,1.05856345710405,1.05906093881242,1.05950782559596,1.0599220450182,1.06031519856593,1.06069567170155,1.06107020143504,1.06144481932203,1.06182556262164,1.06221918671014,1.0626341124648,1.06308200378334,1.06358090006462,1.06416262154624,1.06489486122369,1.06598076829107,1.06692322811714,2021-01-08,21754.8194535878
"141",142,147,1.06442956463322,0.00297267868046906,1.06442679732488,1.05861108866078,1.059544667638,1.06062170568699,1.06134879046665,1.06192689139476,1.06242301781704,1.06286868637059,1.06328177595703,1.06367385654335,1.0640532907813,1.06442679732488,1.06480039126435,1.0651800933445,1.06557264042777,1.06598643027641,1.06643309473199,1.06693062357034,1.06751074943709,1.06824097887668,1.0693239011581,1.07026376698953,2021-01-09,22088.7949694273
"142",143,148,1.06902447880416,0.00296599184229407,1.06902173577262,1.06321903975138,1.06415053920443,1.06522517372361,1.0659506332384,1.06652744037958,1.06702245538082,1.06746712468903,1.06787928735002,1.06827048750672,1.06864906911417,1.06902173577262,1.06939448906028,1.06977333616023,1.07016499872142,1.07057785550141,1.07102351197488,1.0715199170892,1.0720987314048,1.07282730799233,1.07390777512326,1.07484550627777,2021-01-10,22454.082689485
"143",144,149,1.07458025690835,0.00296003930517371,1.074577539001,1.06878641316078,1.06971606543764,1.07078856410111,1.0715125788234,1.07208823553885,1.07258226205904,1.0730260424855,1.07343738045531,1.07382779716242,1.0742056199406,1.074577539001,1.07494954389714,1.0753276297361,1.07571850461241,1.07613053034358,1.07657528889359,1.07707069279442,1.07764833830002,1.07837544154491,1.07945371939762,1.0803895462981,2021-01-11,22843.7270610059
"144",145,150,1.08072557490587,0.00295401653324008,1.08072288343944,1.07494346037653,1.07587124484075,1.07694158353206,1.07766413699454,1.07823863008386,1.07873165671865,1.07917453795928,1.07958504163671,1.07997466573654,1.08035172078164,1.08072288343944,1.08109413109794,1.08147144664465,1.08186152445642,1.08227270920439,1.08271655905297,1.08321094966867,1.08378741220037,1.08451302413902,1.08558908579725,1.08652298481582,2021-01-12,23247.7281900611
"145",146,151,1.0870018794258,0.00294707269654891,1.08699921606528,1.08123329463445,1.08215892293983,1.08322676880451,1.08394763618382,1.08452078682198,1.08501266005477,1.0854545041677,1.08586404566211,1.08625275573942,1.0866289255256,1.08699921606528,1.08736959071802,1.0877460182855,1.08813517733682,1.08854539278962,1.08898819539571,1.0894814183659,1.09005651788033,1.09078041179739,1.09185392086635,1.09278559987427,2021-01-13,23653.6908551097
"146",147,152,1.0928859517942,0.00293836658556226,1.09288331840124,1.08713434544265,1.08805726439265,1.08912197917217,1.08984072956091,1.09041219511692,1.09090262088826,1.09134316371043,1.09175149816053,1.09213906179932,1.0925141213997,1.09288331840124,1.09325259856944,1.0936279130506,1.09401592061164,1.0944249214369,1.09486641196746,1.09535817228924,1.09593156479317,1.09665330766569,1.09772362192831,1.09865252349965,2021-01-14,24047.7788593951
"147",148,153,1.09783141179714,0.0029271437483536,1.09782881025413,1.0921017112279,1.093021129914,1.09408180127786,1.0947978188504,1.09536710972431,1.09585566788723,1.09629453202405,1.09670130964184,1.09708739486017,1.09746102301597,1.09782881025413,1.09819667965306,1.09857055960696,1.09895708337846,1.09936451931183,1.09980431969485,1.10029419626729,1.10086539078338,1.10158436464668,1.10265056776991,1.10357589671973,2021-01-15,24416.0705655274
"148",149,154,1.10132860361798,0.00291282826673181,1.10132603563933,1.09562686543077,1.09654181127608,1.09759731748293,1.09830984515007,1.09887635948447,1.0993625335952,1.09979925518259,1.10020404605992,1.10058824485568,1.1009600467633,1.10132603563933,1.10169210561613,1.10206415607322,1.10244878776406,1.10285422846356,1.10329187421797,1.10377934972847,1.1043477431448,1.10506318896147,1.10612415555851,1.10704493541501,2021-01-16,24746.5604218813
"149",150,155,1.10297129882269,0.00289510856824013,1.10296876577092,1.0973041912893,1.09821359313762,1.099262698877,1.09997090297736,1.1005339780878,1.10101719953965,1.10145126788635,1.10185359873686,1.10223546195883,1.10260500301407,1.10296876577092,1.10333260852548,1.1037023947497,1.10408468497897,1.10448765681346,1.10492263675766,1.10540714190904,1.10597207054417,1.10668315310454,1.10773764496779,1.10865280147941,2021-01-17,25031.0461601186
"150",151,156,1.10251269903137,0.00287399201077818,1.10251020175802,1.09688687745548,1.09778966588895,1.09883113798026,1.09953418636555,1.10009316081389,1.10057286210026,1.10100376752724,1.10140316602305,1.1017822454478,1.10214909196109,1.10251020175802,1.10287139042272,1.10323847864206,1.10361797904279,1.10401800946893,1.10444981361742,1.10493078047154,1.10549158226422,1.10619746845234,1.10724425059052,1.10815271240482,2021-01-18,25265.9908628745
"151",152,157,1.09990079235519,0.00284981752343389,1.09989833108573,1.09432224953182,1.09521746122164,1.09625018895226,1.09694733219602,1.0975016103424,1.0979772804436,1.09840456402858,1.09880060490075,1.09917649698152,1.09954025850921,1.09989833108573,1.10025648139298,1.10062048114197,1.1009967881294,1.10139345182117,1.10182162117054,1.10229853859345,1.10285461773882,1.10355455787201,1.10459251909308,1.10549332236901,2021-01-19,25452.6716244879
"152",153,158,1.09529068396829,0.0028232289035741,1.09528825824441,1.08976415281671,1.09065102652471,1.09167413234793,1.0923647784415,1.09291388981529,1.09338512513705,1.09380842446166,1.09420077189391,1.09457315799029,1.09493352625927,1.09528825824441,1.09564306683769,1.09600366988758,1.09637646489855,1.09676942615566,1.09719359845248,1.09766606308216,1.09821694944496,1.09891035203537,1.09993861576713,1.10083100030774,2021-01-20,25597.0930987326
"153",154,159,1.08903238356561,0.0027951137622948,1.08902999225077,1.08356085924717,1.08443891266031,1.08545184077927,1.08613561489817,1.08667926169795,1.08714580682179,1.08756489256637,1.08795333410554,1.08832201266088,1.08867879270039,1.08902999225077,1.08938126732259,1.08973827881265,1.09010736048208,1.09049640713897,1.0909163534726,1.09138411046654,1.09192950707701,1.09261599859167,1.09363401145392,1.0945174975282,2021-01-21,25709.426698442
"154",155,160,1.08163265472933,0.00276651280180446,1.08163029607578,1.07621709440363,1.07708617245071,1.07808874450795,1.0787655265754,1.07930361351752,1.07976538680413,1.08018018573721,1.08056465359365,1.08092956034467,1.0812826900372,1.08163029607578,1.0819779766043,1.08233133458615,1.08269663894542,1.0830817036547,1.08349735142264,1.08396032002728,1.08450013288065,1.08517959522887,1.08618718258048,1.08706161908781,2021-01-22,25802.8971406116
"155",156,161,1.07369615704188,0.00273851104107642,1.07369382881032,1.06833539266712,1.06919568161928,1.0701881129244,1.07085804854222,1.07139069153806,1.07184779256443,1.07225839421573,1.07263897144209,1.07300018527771,1.07334974102342,1.07369382881032,1.0740379901264,1.07438777121694,1.07474937753244,1.07513054391342,1.07554198345128,1.07600026437842,1.07653461102465,1.07720719235288,1.07820457426493,1.07907015256375,2021-01-23,25892.1343191274
"156",157,162,1.06585773797225,0.00271212880740779,1.06585543759026,1.06054860264817,1.06140060991381,1.06238348610924,1.06304697079076,1.06357448440202,1.06402718318957,1.06443383016908,1.06481074168307,1.06516847612018,1.0655146645844,1.06585543759026,1.06619628324575,1.0665426943593,1.06690081658158,1.0672783102029,1.06768578504644,1.06813964962116,1.06866884650429,1.06933494524907,1.07032271283385,1.07117994617667,2021-01-24,25991.2026555609
"157",158,163,1.05871696850029,0.00268822704938782,1.05871469324256,1.05345460833222,1.05429911243982,1.05527333178988,1.05593097199578,1.05645383845158,1.05690254887468,1.05730561298407,1.0576792034249,1.05803378558988,1.0583769233615,1.05871469324256,1.0590525349798,1.05939589296903,1.05975085868386,1.06012502487438,1.06052890780605,1.06097877128386,1.0615033026272,1.06216352834614,1.06314258566289,1.06399225876962,2021-01-25,26111.9803777573
"158",159,164,1.05278019070262,0.0026674326125015,1.05277793787589,1.04755852310943,1.04839650014928,1.04936318868665,1.05001574454714,1.05053456820552,1.05097980891241,1.051379756042,1.05175045723476,1.05210229698369,1.05244278069251,1.05277793787589,1.05311316620705,1.05345386796242,1.05380608747992,1.05417735874625,1.05457811662562,1.05502449901963,1.05554497115198,1.0562000870358,1.05717156584395,1.05801466092348,2021-01-26,26263.0359789399
"159",160,165,1.0484128030017,0.00265008554730708,1.04841057011826,1.04322507833055,1.04405761177971,1.04501801929666,1.04566633441141,1.04618178595174,1.04662413247601,1.04702147959114,1.0473897706813,1.04773932276537,1.04807759247087,1.04841057011826,1.04874361828359,1.04908210410537,1.04943203259608,1.04980088871319,1.0501990394009,1.05064251750543,1.05115960292651,1.05181045540183,1.05277561078341,1.0536132169645,2021-01-27,26448.741646877
"160",161,166,1.04580557334641,0.00263621227782734,1.04580335827166,1.04064498914996,1.04147317121296,1.04242855747716,1.04307348212359,1.04358623750227,1.04402626988341,1.04442153797908,1.04478790183197,1.04513562451949,1.04547212367235,1.04580335827166,1.04613466282646,1.04647137637194,1.04681947246402,1.0471863968374,1.04758246209663,1.04802361703296,1.04853799326114,1.04918543503105,1.05014553129258,1.05097874562921,2021-01-28,26668.8632986179
"161",162,167,1.04495925386455,0.00262552941112252,1.04495705492646,1.03981956182017,1.04064439592683,1.04159591824049,1.0422382334942,1.04274891362861,1.04318716465956,1.0435808322799,1.04394571240521,1.04429202660331,1.04462716249147,1.04495705492646,1.04528701680733,1.04562236552627,1.0459690504087,1.04633448697115,1.04672894594777,1.04716831135617,1.04768060053231,1.04832541457242,1.04928161257143,1.05011144229197,2021-01-29,26918.7359017113
"162",163,168,1.04568910314808,0.00261747926443781,1.04568691919904,1.04056514648047,1.04138746092456,1.04233607454018,1.04297642507661,1.04348554243271,1.04392245183306,1.04431491391447,1.04467867632578,1.04502392938663,1.04535803811537,1.04568691919904,1.04601586925521,1.04635018936398,1.04669581058239,1.04706012563789,1.04745337368131,1.04789138986296,1.04840210529277,1.04904493758265,1.04999819501185,1.05082547101727,2021-01-30,27189.7661563155
"163",164,169,1.04764952293385,0.00261129539425336,1.04764735335933,1.04253764555404,1.04335802772054,1.04430441000689,1.04494325293522,1.04545117086158,1.04588705038922,1.04627858692919,1.04664149111063,1.04698592928126,1.04731924911782,1.04764735335933,1.04797552611937,1.04830905594467,1.04865385984969,1.04901731303787,1.04940963036673,1.04984660939095,1.05035611487265,1.05099742321979,1.05194841875463,1.05277372982598,2021-01-31,27470.6243074236
"164",165,170,1.05037711564541,0.00260609259440658,1.05037496031915,1.04527539504906,1.04609415393987,1.04703866118761,1.04767623691434,1.04818314648927,1.04861816008003,1.04900891830403,1.04937110068702,1.04971485343202,1.05004750963909,1.05037496031915,1.05070247906776,1.05103534388451,1.05137945996201,1.05174218774625,1.05213372163145,1.05256982749806,1.05307831420237,1.05371833915675,1.05466742935636,1.05549108478241,2021-02-01,27748.9406324783
"165",166,171,1.05334782213028,0.00260097129143698,1.05334568132137,1.0482560978212,1.04907325942239,1.05001592152561,1.05065225018008,1.05115816737869,1.05159232872155,1.0519823209099,1.05234379286316,1.05268687096073,1.05301887395741,1.05334568132137,1.0536725562954,1.05400476649666,1.05434820547947,1.0547102191604,1.05510098178543,1.05553622804703,1.05604371175217,1.05668247313735,1.05762968732365,1.05845171247916,2021-02-02,28012.8844516743
"166",167,172,1.05604101083865,0.00259512245795853,1.05603888508214,1.05096070722962,1.05177604289651,1.05271659611074,1.05335149966605,1.05385628295239,1.05428947058973,1.05467858764428,1.05503924805061,1.05538155553126,1.05571281244823,1.05603888508214,1.05636502485075,1.0566964875154,1.05703915334385,1.05740035166886,1.05779023374301,1.05822449867085,1.05873083744933,1.0593681566304,1.06031322992123,1.06113339494594,2021-02-03,28252.5287299585
"167",168,173,1.05800168382937,0.00258791802824824,1.05799957377686,1.05293545598858,1.05374853929889,1.05468649182598,1.0553196383711,1.05582302389696,1.0562550114311,1.0566430500087,1.05700271041417,1.05734406843025,1.05767440620873,1.05799957377686,1.05832480798373,1.05865534998993,1.05899706370652,1.0593572580568,1.05974605600243,1.06017911286859,1.06068404239542,1.0613195867209,1.06226202593259,1.06307990292394,2021-02-04,28460.9028628332
"168",169,174,1.05889284118639,0.00257897503959245,1.05889074745551,1.05384409487208,1.05465437868953,1.05558909956408,1.0562200632975,1.05672171259639,1.05715220961586,1.05753890888861,1.05789732757246,1.0582375067325,1.05856670341312,1.05889074745551,1.05921485762118,1.05954425694978,1.05988478905893,1.06024373755742,1.06063119032436,1.06106274840438,1.06156592976111,1.06219927272762,1.06313844558147,1.06395348599996,2021-02-05,28634.5541432242
"169",170,175,1.05852951796929,0.00256818376940282,1.05852744101081,1.05350187446671,1.05430877689079,1.05523959510752,1.05586792323786,1.05636747640688,1.05679617411973,1.05718125676147,1.05753817672152,1.05787693313948,1.05820475274471,1.05852744101081,1.05885019487049,1.05917821550033,1.05951732203999,1.05987476757048,1.06026059767033,1.06069034794381,1.0611914208977,1.06182210920164,1.06275734373388,1.06356896465496,2021-02-06,28773.6876666313
"170",171,176,1.05688846506024,0.00255569573081401,1.05688640505781,1.05188524945384,1.05268823602404,1.05361453533871,1.05423981206139,1.05473693861644,1.0551635534856,1.0555467648625,1.05590195013519,1.05623905989812,1.05656528578349,1.05688640505781,1.05720758939022,1.05753401465906,1.05787147168535,1.05822717823776,1.05861113097061,1.05903878980742,1.05953742373999,1.06016504136807,1.06109572094396,1.0619033874899,2021-02-07,28881.7324877038
"171",172,177,1.05409455234279,0.00254187775418317,1.0540925091547,1.04911837166764,1.04991702314598,1.05083832023864,1.05146021948095,1.05195466028183,1.05237896999664,1.05276011047357,1.05311337607286,1.05344866365217,1.05377312599644,1.0540925091547,1.05441195684001,1.05473661694033,1.05507224894853,1.05542603157271,1.05580790735442,1.05623325251571,1.05672918839046,1.05735340943103,1.05827905103193,1.0590823442867,2021-02-08,28964.4560127772
"172",173,178,1.05038939643169,0.00252724402426772,1.05038736957695,1.0454418509036,1.04623590969172,1.04715190768606,1.04777022921852,1.04826182517033,1.04868369327056,1.04906264032488,1.04941387273462,1.04974723043177,1.05006982505131,1.05038736957695,1.05070497811382,1.05102776890853,1.05136146828119,1.05171321358269,1.05209289006374,1.05251578533303,1.05300886440701,1.05362948917714,1.05454979694952,1.05534846040746,2021-02-09,29028.9911702802
"173",174,179,1.04608921599285,0.00251237881840746,1.04608720467773,1.04117076155393,1.04196015381004,1.04287076776645,1.04348545439884,1.04397416011655,1.04439354771383,1.04477026646036,1.04511943338612,1.04545083058524,1.04577152788512,1.04608720467773,1.0464029449908,1.0467238369618,1.04705557321685,1.04740524910211,1.04778269168294,1.04820309857412,1.04869327604311,1.04931024825457,1.05022513894654,1.05101910056911,2021-02-10,29082.885685155
"174",175,180,1.04153942507554,0.00249786175202453,1.04153742825203,1.03664938236505,1.03743421660139,1.03833957188539,1.03895070835731,1.03943659127898,1.03985355629251,1.04022809879433,1.04057524852244,1.04090473108001,1.04122357546166,1.04153742825203,1.0418513441052,1.04217038175536,1.04250020092594,1.04284785594647,1.04322311706734,1.04364109403071,1.04412843809962,1.04474184368291,1.04565144488839,1.0464408155687,2021-02-11,29133.2345026322
"175",176,181,1.03707212709797,0.0024842041117499,1.03707014354324,1.03220881514855,1.03298936079045,1.03388976833314,1.0344975646105,1.03498079171509,1.03539547747186,1.03576797249923,1.03611322440369,1.03644090563768,1.03675800677807,1.03707014354324,1.03738234295215,1.03769963607679,1.03802765168702,1.03837340552626,1.03874661439749,1.03916230537976,1.03964698392235,1.04025703423298,1.04116165948325,1.04194671142474,2021-02-12,29186.0228865328
"176",177,182,1.03297231954113,0.00247180317070606,1.03297034794624,1.02813327898882,1.02890993054867,1.0298058455198,1.03041060889849,1.0308914245271,1.03130404072917,1.0316746766633,1.03201820535999,1.03234425101061,1.03265976930871,1.03297034794624,1.03328098884979,1.03359669797458,1.03392307598532,1.03426710359037,1.03463844906425,1.03505206443081,1.03553432274598,1.03614132656724,1.0370414338153,1.03782256450401,2021-02-13,29245.7723022795
"177",178,183,1.02945639628821,0.00246091784066113,1.02945443534566,1.024638660307,1.02541189388457,1.02630386551858,1.02690596675929,1.02738466569277,1.02779546531489,1.02816446939715,1.02850648551164,1.02883109548873,1.02914522440295,1.02945443534566,1.02976370821798,1.03007802692787,1.03040296746936,1.03074547979667,1.0311151895851,1.03152698297332,1.03200711679867,1.03261144637705,1.03350758763753,1.03428527614365,2021-02-14,29315.4990662314
"178",179,184,1.02666165405366,0.00245166265314433,1.02665970253513,1.02186203111454,1.02263235898955,1.02352097821464,1.02412081619686,1.02459771555719,1.02500697073606,1.02537458741208,1.02571531750905,1.02603870684425,1.02635165446093,1.02665970253513,1.02696781224132,1.02728094874153,1.02760466705249,1.02794589097755,1.02831420996821,1.02872445413728,1.02920278149357,1.02980483710439,1.03069760591729,1.03147236731108,2021-02-15,29396.6851296209
"179",180,185,1.02464454739264,0.00244401580026115,1.02464260421107,1.01985988830761,1.02062781604831,1.02151366601999,1.022111634358,1.02258704707044,1.0229950263338,1.02336149680153,1.02370116443054,1.0240235452894,1.0243355169172,1.02464260421107,1.02494975287362,1.02526191257804,1.02558462100727,1.02592478035471,1.02629195013677,1.02670091416532,1.02717774877328,1.0277779252661,1.0286679070984,1.02944024941773,2021-02-16,29489.2345088011
"180",181,186,1.02338807000374,0.00243784023672538,1.02338613425614,1.01861549366526,1.01938148386456,1.02026509814523,1.02086155696564,1.02133576932476,1.02174271834246,1.02210826326399,1.02244707293767,1.02276863941498,1.02307982287278,1.02338613425614,1.02369250677341,1.02400387758831,1.02432577038281,1.02466506989377,1.02503131145428,1.02543924146979,1.02591487028473,1.02651352881227,1.02740125914644,1.02817164703566,2021-02-17,29591.8812842239
"181",182,187,1.02281438451415,0.00243291181240118,1.02281245550402,1.01805144855382,1.01881589340711,1.01969772434453,1.02029297894804,1.02076623365682,1.02117236068853,1.02153716712065,1.02187529220299,1.02219620882912,1.02250676332505,1.02281245550402,1.02311820860413,1.02342894980506,1.02375019161261,1.02408880482732,1.02445430547373,1.02486141008883,1.02533607632337,1.02593352297781,1.02681945564255,1.02758828287935,2021-02-18,29702.397823166
"182",183,188,1.02279991631796,0.00242894988809641,1.02279799355819,1.01804472781497,1.01880793132314,1.01968832953083,1.02028261654736,1.0207551017135,1.02116056816834,1.02152478108459,1.02186235593478,1.0221827502209,1.02249279913964,1.02279799355819,1.02310324870049,1.02341348371926,1.02373420213316,1.02407226353407,1.02443716841523,1.0248436092859,1.0253175014042,1.02591397336899,1.02679846001365,1.02756603170557,2021-02-19,29817.804656748
"183",184,189,1.02319069599655,0.00242564682954351,1.02318877919499,1.018441964428,1.0192041338746,1.02008333840926,1.02067681917276,1.02114866304442,1.02155357896554,1.02191729720202,1.02225441341815,1.02257437229235,1.02288399974752,1.02318877919499,1.02349361917803,1.02380343215655,1.02412371415412,1.02446131541327,1.0248257234704,1.02523161078787,1.02570485725185,1.02630051619295,1.02718379649542,1.02795032058976,2021-02-20,29934.6220554051
"184",185,190,1.02381814742907,0.00242269593740505,1.02381623646026,1.01907518291791,1.01983642913173,1.02071456780276,1.02130732856435,1.02177859970192,1.02218302391565,1.02254630030616,1.02288300685169,1.02320257677998,1.02351182773215,1.02381623646026,1.02412070553973,1.02443014145071,1.02475003351912,1.02508722363171,1.02545118774378,1.02585658039793,1.02632924985979,1.02692418217087,1.02780638420731,1.02857197181786,2021-02-21,30049.2300979099
"185",186,191,1.02451632971575,0.00241981851315094,1.02451442458272,1.01977898825889,1.02053933439386,1.02141643389551,1.02200849266523,1.02247920538228,1.02288315016819,1.02324599574003,1.02358230283327,1.02390149351172,1.02421037734185,1.02451442458272,1.02481853199066,1.02512760021476,1.02544711204957,1.02578390123313,1.02614743242634,1.02655234269521,1.02702444946629,1.02761867315396,1.02849982361217,1.02926449788597,2021-02-22,30158.4361907533
"186",187,192,1.02513284994195,0.00241678045120675,1.02513095073256,1.02040144613381,1.02116084167112,1.02203684373679,1.02262816118935,1.02309828422384,1.02350172275658,1.02386411341557,1.02419999872615,1.02451878896227,1.02482728516346,1.02513095073256,1.02543467628163,1.02574335630346,1.02606246669737,1.02639883259931,1.02676190674787,1.02716630776158,1.02763782051557,1.02823129615469,1.02911133658129,1.02987504679993,2021-02-23,30259.1854011016
"187",188,193,1.02555153383335,0.00241341982332762,1.02554964067533,1.02082669952858,1.02158504296946,1.0224598305461,1.0230503276873,1.02351979824621,1.02392267664722,1.02428456400267,1.02461998268426,1.02493832991872,1.02524639731008,1.02554964067533,1.02585294382946,1.02616119445576,1.02647986082789,1.02681575856955,1.02717832723679,1.02758216505207,1.02805302090246,1.02864566935367,1.02952448242396,1.03028712679848,2021-02-24,30351.2299270178
"188",189,194,1.02568253387017,0.00240963278747376,1.02568064688985,1.02096510445422,1.02172226157661,1.02259567988362,1.02318525226488,1.02365398732495,1.02405623436002,1.0244175544354,1.02475244719913,1.02507029516805,1.02537787930946,1.02568064688985,1.02598347406401,1.02629124084243,1.02660940690763,1.02694477716817,1.0273067763321,1.02770997965071,1.02818009548182,1.028771812153,1.02964924281778,1.03041068683913,2021-02-25,30432.1106717866
"189",190,195,1.02545900855149,0.00240536559668096,1.02545712783865,1.02074992485587,1.02150574446001,1.02237761915155,1.02296614912915,1.02343405518318,1.02383559062602,1.02419627137136,1.02453057144858,1.02484785679184,1.02515489637865,1.02545712783865,1.02575941869448,1.02606664031168,1.02638424269469,1.02671901868274,1.02708037626108,1.02748286481123,1.02795214705015,1.02854281419555,1.02941868791809,1.03017878018252,2021-02-26,30498.8075662619
"190",191,196,1.02493651377988,0.0024007263611343,1.02493463935965,1.02023650492781,1.02099086980712,1.02186106574529,1.02244846213854,1.02291546671683,1.02331622839339,1.02367621397325,1.02400986962309,1.02432654324277,1.02463299077134,1.02493463935965,1.02523634714507,1.02554297609499,1.02585996569363,1.02619409566197,1.02655475581025,1.02695646740513,1.0274248435638,1.02801436997417,1.0288885515631,1.02964717480696,2021-02-27,30566.4664063113
"191",192,197,1.02410468004015,0.00239575371010195,1.0241028118607,1.01941439966176,1.02016720469474,1.02103560069385,1.02162178174705,1.02208781987719,1.02248775205002,1.02284699241294,1.02317995725734,1.02349597514703,1.02380178804239,1.0241028118607,1.02440389467901,1.02470988839168,1.02502622120831,1.025359658792,1.02571957147739,1.02612045040586,1.02658785554978,1.02717615952834,1.02804852790824,1.02880557712781,2021-02-28,30618.889555903
"192",193,198,1.02286471553346,0.00239038626505297,1.022862853461,1.01818493779158,1.01893605842269,1.01980251091104,1.0203873797769,1.02085237449918,1.02125141115179,1.02160984701926,1.02194206613323,1.02225737617926,1.02256250402526,1.022862853461,1.02316326170388,1.02346856977611,1.0237841937196,1.02411688402748,1.02447599001964,1.02487597033298,1.02534232760033,1.0259293124518,1.02679972433539,1.02755507527904,2021-03-01,30636.505166661
